"time_period","pij_lndu_forests_primary_to_croplands","pij_lndu_forests_primary_to_forests_mangroves","pij_lndu_forests_primary_to_forests_primary","pij_lndu_forests_primary_to_forests_secondary","pij_lndu_forests_primary_to_grasslands","pij_lndu_forests_primary_to_other","pij_lndu_forests_primary_to_settlements","pij_lndu_forests_primary_to_wetlands","pij_lndu_forests_secondary_to_croplands","pij_lndu_forests_secondary_to_forests_mangroves","pij_lndu_forests_secondary_to_forests_primary","pij_lndu_forests_secondary_to_forests_secondary","pij_lndu_forests_secondary_to_grasslands","pij_lndu_forests_secondary_to_other","pij_lndu_forests_secondary_to_settlements","pij_lndu_forests_secondary_to_wetlands","TransformationName","Nation"
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","colombia"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","colombia"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","colombia"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","colombia"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","colombia"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","colombia"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","colombia"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","colombia"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","colombia"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","colombia"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","colombia"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","colombia"
11,0.96,1,1.00318202,1,0.96,0.96,0.96,0.96,0.96,1,1,1.022015751,0.96,0.96,0.96,0.96,"full","colombia"
12,0.92,1,1.00318202,1,0.92,0.92,0.92,0.92,0.92,1,1,1.022015751,0.92,0.92,0.92,0.92,"full","colombia"
13,0.88,1,1.00318202,1,0.88,0.88,0.88,0.88,0.88,1,1,1.022015751,0.88,0.88,0.88,0.88,"full","colombia"
14,0.84,1,1.00318202,1,0.84,0.84,0.84,0.84,0.84,1,1,1.022015751,0.84,0.84,0.84,0.84,"full","colombia"
15,0.8,1,1.00318202,1,0.8,0.8,0.8,0.8,0.8,1,1,1.022015751,0.8,0.8,0.8,0.8,"full","colombia"
16,0.76,1,1.00318202,1,0.76,0.76,0.76,0.76,0.76,1,1,1.022015751,0.76,0.76,0.76,0.76,"full","colombia"
17,0.72,1,1.00318202,1,0.72,0.72,0.72,0.72,0.72,1,1,1.022015751,0.72,0.72,0.72,0.72,"full","colombia"
18,0.68,1,1.00318202,1,0.68,0.68,0.68,0.68,0.68,1,1,1.022015751,0.68,0.68,0.68,0.68,"full","colombia"
19,0.64,1,1.00318202,1,0.64,0.64,0.64,0.64,0.64,1,1,1.022015751,0.64,0.64,0.64,0.64,"full","colombia"
20,0.6,1,1.00318202,1,0.6,0.6,0.6,0.6,0.6,1,1,1.022015751,0.6,0.6,0.6,0.6,"full","colombia"
21,0.56,1,1.00318202,1,0.56,0.56,0.56,0.56,0.56,1,1,1.022015751,0.56,0.56,0.56,0.56,"full","colombia"
22,0.52,1,1.00318202,1,0.52,0.52,0.52,0.52,0.52,1,1,1.022015751,0.52,0.52,0.52,0.52,"full","colombia"
23,0.48,1,1.00318202,1,0.48,0.48,0.48,0.48,0.48,1,1,1.022015751,0.48,0.48,0.48,0.48,"full","colombia"
24,0.44,1,1.00318202,1,0.44,0.44,0.44,0.44,0.44,1,1,1.022015751,0.44,0.44,0.44,0.44,"full","colombia"
25,0.4,1,1.00318202,1,0.4,0.4,0.4,0.4,0.4,1,1,1.022015751,0.4,0.4,0.4,0.4,"full","colombia"
26,0.36,1,1.00318202,1,0.36,0.36,0.36,0.36,0.36,1,1,1.022015751,0.36,0.36,0.36,0.36,"full","colombia"
27,0.32,1,1.00318202,1,0.32,0.32,0.32,0.32,0.32,1,1,1.022015751,0.32,0.32,0.32,0.32,"full","colombia"
28,0.28,1,1.00318202,1,0.28,0.28,0.28,0.28,0.28,1,1,1.022015751,0.28,0.28,0.28,0.28,"full","colombia"
29,0.24,1,1.00318202,1,0.24,0.24,0.24,0.24,0.24,1,1,1.022015751,0.24,0.24,0.24,0.24,"full","colombia"
30,0.2,1,1.00318202,1,0.2,0.2,0.2,0.2,0.2,1,1,1.022015751,0.2,0.2,0.2,0.2,"full","colombia"
31,0.16,1,1.00318202,1,0.16,0.16,0.16,0.16,0.16,1,1,1.022015751,0.16,0.16,0.16,0.16,"full","colombia"
32,0.12,1,1.00318202,1,0.12,0.12,0.12,0.12,0.12,1,1,1.022015751,0.12,0.12,0.12,0.12,"full","colombia"
33,0.08,1,1.00318202,1,0.08,0.08,0.08,0.08,0.08,1,1,1.022015751,0.08,0.08,0.08,0.08,"full","colombia"
34,0.04,1,1.00318202,1,0.04,0.04,0.04,0.04,0.04,1,1,1.022015751,0.04,0.04,0.04,0.04,"full","colombia"
35,-3.46945e-16,1,1.00318202,1,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,1,1,1.022015751,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,"full","colombia"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","costa_rica"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","costa_rica"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","costa_rica"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","costa_rica"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","costa_rica"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","costa_rica"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","costa_rica"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","costa_rica"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","costa_rica"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","costa_rica"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","costa_rica"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","costa_rica"
11,0.96,1,1.00318202,1,0.96,0.96,0.96,0.96,0.96,1,1,1.022015751,0.96,0.96,0.96,0.96,"full","costa_rica"
12,0.92,1,1.00318202,1,0.92,0.92,0.92,0.92,0.92,1,1,1.022015751,0.92,0.92,0.92,0.92,"full","costa_rica"
13,0.88,1,1.00318202,1,0.88,0.88,0.88,0.88,0.88,1,1,1.022015751,0.88,0.88,0.88,0.88,"full","costa_rica"
14,0.84,1,1.00318202,1,0.84,0.84,0.84,0.84,0.84,1,1,1.022015751,0.84,0.84,0.84,0.84,"full","costa_rica"
15,0.8,1,1.00318202,1,0.8,0.8,0.8,0.8,0.8,1,1,1.022015751,0.8,0.8,0.8,0.8,"full","costa_rica"
16,0.76,1,1.00318202,1,0.76,0.76,0.76,0.76,0.76,1,1,1.022015751,0.76,0.76,0.76,0.76,"full","costa_rica"
17,0.72,1,1.00318202,1,0.72,0.72,0.72,0.72,0.72,1,1,1.022015751,0.72,0.72,0.72,0.72,"full","costa_rica"
18,0.68,1,1.00318202,1,0.68,0.68,0.68,0.68,0.68,1,1,1.022015751,0.68,0.68,0.68,0.68,"full","costa_rica"
19,0.64,1,1.00318202,1,0.64,0.64,0.64,0.64,0.64,1,1,1.022015751,0.64,0.64,0.64,0.64,"full","costa_rica"
20,0.6,1,1.00318202,1,0.6,0.6,0.6,0.6,0.6,1,1,1.022015751,0.6,0.6,0.6,0.6,"full","costa_rica"
21,0.56,1,1.00318202,1,0.56,0.56,0.56,0.56,0.56,1,1,1.022015751,0.56,0.56,0.56,0.56,"full","costa_rica"
22,0.52,1,1.00318202,1,0.52,0.52,0.52,0.52,0.52,1,1,1.022015751,0.52,0.52,0.52,0.52,"full","costa_rica"
23,0.48,1,1.00318202,1,0.48,0.48,0.48,0.48,0.48,1,1,1.022015751,0.48,0.48,0.48,0.48,"full","costa_rica"
24,0.44,1,1.00318202,1,0.44,0.44,0.44,0.44,0.44,1,1,1.022015751,0.44,0.44,0.44,0.44,"full","costa_rica"
25,0.4,1,1.00318202,1,0.4,0.4,0.4,0.4,0.4,1,1,1.022015751,0.4,0.4,0.4,0.4,"full","costa_rica"
26,0.36,1,1.00318202,1,0.36,0.36,0.36,0.36,0.36,1,1,1.022015751,0.36,0.36,0.36,0.36,"full","costa_rica"
27,0.32,1,1.00318202,1,0.32,0.32,0.32,0.32,0.32,1,1,1.022015751,0.32,0.32,0.32,0.32,"full","costa_rica"
28,0.28,1,1.00318202,1,0.28,0.28,0.28,0.28,0.28,1,1,1.022015751,0.28,0.28,0.28,0.28,"full","costa_rica"
29,0.24,1,1.00318202,1,0.24,0.24,0.24,0.24,0.24,1,1,1.022015751,0.24,0.24,0.24,0.24,"full","costa_rica"
30,0.2,1,1.00318202,1,0.2,0.2,0.2,0.2,0.2,1,1,1.022015751,0.2,0.2,0.2,0.2,"full","costa_rica"
31,0.16,1,1.00318202,1,0.16,0.16,0.16,0.16,0.16,1,1,1.022015751,0.16,0.16,0.16,0.16,"full","costa_rica"
32,0.12,1,1.00318202,1,0.12,0.12,0.12,0.12,0.12,1,1,1.022015751,0.12,0.12,0.12,0.12,"full","costa_rica"
33,0.08,1,1.00318202,1,0.08,0.08,0.08,0.08,0.08,1,1,1.022015751,0.08,0.08,0.08,0.08,"full","costa_rica"
34,0.04,1,1.00318202,1,0.04,0.04,0.04,0.04,0.04,1,1,1.022015751,0.04,0.04,0.04,0.04,"full","costa_rica"
35,-3.46945e-16,1,1.00318202,1,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,1,1,1.022015751,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,"full","costa_rica"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","dominican_republic"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","dominican_republic"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","dominican_republic"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","dominican_republic"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","dominican_republic"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","dominican_republic"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","dominican_republic"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","dominican_republic"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","dominican_republic"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","dominican_republic"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","dominican_republic"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","dominican_republic"
11,0.96,1,1.00318202,1,0.96,0.96,0.96,0.96,0.96,1,1,1.022015751,0.96,0.96,0.96,0.96,"full","dominican_republic"
12,0.92,1,1.00318202,1,0.92,0.92,0.92,0.92,0.92,1,1,1.022015751,0.92,0.92,0.92,0.92,"full","dominican_republic"
13,0.88,1,1.00318202,1,0.88,0.88,0.88,0.88,0.88,1,1,1.022015751,0.88,0.88,0.88,0.88,"full","dominican_republic"
14,0.84,1,1.00318202,1,0.84,0.84,0.84,0.84,0.84,1,1,1.022015751,0.84,0.84,0.84,0.84,"full","dominican_republic"
15,0.8,1,1.00318202,1,0.8,0.8,0.8,0.8,0.8,1,1,1.022015751,0.8,0.8,0.8,0.8,"full","dominican_republic"
16,0.76,1,1.00318202,1,0.76,0.76,0.76,0.76,0.76,1,1,1.022015751,0.76,0.76,0.76,0.76,"full","dominican_republic"
17,0.72,1,1.00318202,1,0.72,0.72,0.72,0.72,0.72,1,1,1.022015751,0.72,0.72,0.72,0.72,"full","dominican_republic"
18,0.68,1,1.00318202,1,0.68,0.68,0.68,0.68,0.68,1,1,1.022015751,0.68,0.68,0.68,0.68,"full","dominican_republic"
19,0.64,1,1.00318202,1,0.64,0.64,0.64,0.64,0.64,1,1,1.022015751,0.64,0.64,0.64,0.64,"full","dominican_republic"
20,0.6,1,1.00318202,1,0.6,0.6,0.6,0.6,0.6,1,1,1.022015751,0.6,0.6,0.6,0.6,"full","dominican_republic"
21,0.56,1,1.00318202,1,0.56,0.56,0.56,0.56,0.56,1,1,1.022015751,0.56,0.56,0.56,0.56,"full","dominican_republic"
22,0.52,1,1.00318202,1,0.52,0.52,0.52,0.52,0.52,1,1,1.022015751,0.52,0.52,0.52,0.52,"full","dominican_republic"
23,0.48,1,1.00318202,1,0.48,0.48,0.48,0.48,0.48,1,1,1.022015751,0.48,0.48,0.48,0.48,"full","dominican_republic"
24,0.44,1,1.00318202,1,0.44,0.44,0.44,0.44,0.44,1,1,1.022015751,0.44,0.44,0.44,0.44,"full","dominican_republic"
25,0.4,1,1.00318202,1,0.4,0.4,0.4,0.4,0.4,1,1,1.022015751,0.4,0.4,0.4,0.4,"full","dominican_republic"
26,0.36,1,1.00318202,1,0.36,0.36,0.36,0.36,0.36,1,1,1.022015751,0.36,0.36,0.36,0.36,"full","dominican_republic"
27,0.32,1,1.00318202,1,0.32,0.32,0.32,0.32,0.32,1,1,1.022015751,0.32,0.32,0.32,0.32,"full","dominican_republic"
28,0.28,1,1.00318202,1,0.28,0.28,0.28,0.28,0.28,1,1,1.022015751,0.28,0.28,0.28,0.28,"full","dominican_republic"
29,0.24,1,1.00318202,1,0.24,0.24,0.24,0.24,0.24,1,1,1.022015751,0.24,0.24,0.24,0.24,"full","dominican_republic"
30,0.2,1,1.00318202,1,0.2,0.2,0.2,0.2,0.2,1,1,1.022015751,0.2,0.2,0.2,0.2,"full","dominican_republic"
31,0.16,1,1.00318202,1,0.16,0.16,0.16,0.16,0.16,1,1,1.022015751,0.16,0.16,0.16,0.16,"full","dominican_republic"
32,0.12,1,1.00318202,1,0.12,0.12,0.12,0.12,0.12,1,1,1.022015751,0.12,0.12,0.12,0.12,"full","dominican_republic"
33,0.08,1,1.00318202,1,0.08,0.08,0.08,0.08,0.08,1,1,1.022015751,0.08,0.08,0.08,0.08,"full","dominican_republic"
34,0.04,1,1.00318202,1,0.04,0.04,0.04,0.04,0.04,1,1,1.022015751,0.04,0.04,0.04,0.04,"full","dominican_republic"
35,-3.46945e-16,1,1.00318202,1,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,1,1,1.022015751,-3.46945e-16,-3.46945e-16,-3.46945e-16,-3.46945e-16,"full","dominican_republic"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"none","ecuador"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","ecuador"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","ecuador"
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","ecuador"
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","ecuador"
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","ecuador"
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","ecuador"
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","ecuador"
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","ecuador"
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","ecuador"
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","ecuador"
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"full","ecuador"
11,0.96,1,1.00318202,1,0.96,0.96,0.96,0.96,0.96,1,1,1.022015751,0.96,0.96,0.96,0.96,"full","ecuador"
12,0.92,1,1.00318202,1,0.92,0.92,0.92,0.92,0.92,1,1,1.022015751,0.92,0.92,0.92,0.92,"full","ecuador"
13,0.88,1,1.00318202,1,0.88,0.88,0.88,0.88,0.88,1,1,1.022015751,0.88,0.88,0.88,0.88,"full","ecuador"
14,0.84,1,1.00318202,1,0.84,0.84,0.84,0.84,0.84,1,1,1.022015751,0.84,0.84,0.84,0.84,"full","ecuador"
15,0.8,1,1.00318202,1,0.8,0.8,0.8,0.8,0.8,1,1,1.022015751,0.8,0.8,0.8,0.8,"full","ecuador"
16,0.76,1,1.00318202,1,0.76,0.76,0.76,0.76,0.76,1,1,1.022015751,0.76,0.76,0.76,0.76,"full","ecuador"
17,0.72,1,1.00318202,1,0.72,0.72,0.72,0.72,0.72,1,1,1.022015751,0.72,0.72,0.72,0.72,"full","ecuador"
18,0.68,1,1.00318202,1,0.68,0.68,0.68,0.68,0.68,1,1,1.022015751,0.68,0.68,0.68,0.68,"full","ecuador"
19,0.64,1,1.00318202,1,0.64,0.64,0.64,0.64,0.64,1,1,1.022015751,0.64,0.64,0.64,0.64,"full","ecuador"
20,0.6,1,1.00318202,1,0.6,0.6,0.6,0.6,0.6,1,1,1.022015751,0.6,0.6,0.6,0.6,"full","ecuador"
